DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
17-Apr-2026,EQ,"205.00","206.45","202.50","210.26","204.30","204.32","204.38","273.10","186.50",80542603,"16,46,10,70,186.09",410173
16-Apr-2026,EQ,"212.98","212.98","208.21","209.75","210.15","210.26","210.27","273.10","186.50",36305074,"7,63,38,47,879.14",150486
15-Apr-2026,EQ,"206.50","210.49","205.10","202.97","210.00","209.75","208.41","273.10","186.50",27890080,"5,81,26,05,097.93",138695
13-Apr-2026,EQ,"203.01","203.40","200.31","204.88","202.96","202.97","202.20","273.10","186.50",21930624,"4,43,43,80,087.80",158241
10-Apr-2026,EQ,"208.70","208.70","200.62","202.87","204.60","204.88","204.11","273.10","186.50",51219565,"10,45,43,17,743.49",281613
09-Apr-2026,EQ,"203.71","204.16","201.63","203.42","203.18","202.87","202.90","273.10","186.50",14540807,"2,95,03,37,887.67",91739
08-Apr-2026,EQ,"207.70","209.00","202.80","204.72","203.59","203.42","203.97","273.10","186.50",22084158,"4,50,44,03,412.36",150717
07-Apr-2026,EQ,"197.01","205.27","197.01","197.29","204.60","204.72","203.15","273.10","186.50",24771466,"5,03,23,02,128.20",163132
06-Apr-2026,EQ,"197.00","201.18","196.11","194.91","197.70","197.29","197.66","273.10","186.50",23282287,"4,60,19,08,523.20",159997
02-Apr-2026,EQ,"190.50","195.34","188.58","191.18","194.80","194.91","193.07","273.10","186.50",16623045,"3,20,94,25,810.70",101271
01-Apr-2026,EQ,"191.51","194.49","190.41","187.64","191.10","191.18","192.46","273.10","186.50",11769673,"2,26,52,16,829.13",92695
30-Mar-2026,EQ,"189.99","191.63","186.50","191.60","187.00","187.64","189.19","273.10","186.50",27946986,"5,28,73,82,921.11",173625
27-Mar-2026,EQ,"189.05","192.29","187.90","189.05","191.35","191.60","190.92","274.70","187.00",26269256,"5,01,54,10,362.77",192286
25-Mar-2026,EQ,"189.00","190.62","187.90","188.74","189.18","189.05","189.50","274.70","187.00",13862888,"2,62,70,31,512.41",109586
24-Mar-2026,EQ,"191.50","191.50","187.80","187.54","188.94","188.74","189.31","274.70","187.00",11843191,"2,24,19,83,923.98",110863
23-Mar-2026,EQ,"189.41","190.62","187.00","190.90","187.60","187.54","188.66","274.70","187.00",12014988,"2,26,67,53,419.91",120117
20-Mar-2026,EQ,"191.19","192.30","188.41","188.41","190.90","190.90","190.50","274.70","187.68",24395304,"4,64,72,39,937.97",111477
19-Mar-2026,EQ,"191.98","192.79","187.68","194.30","188.87","188.41","189.50","274.70","187.68",13685195,"2,59,33,63,791.01",149800
18-Mar-2026,EQ,"193.00","198.00","192.69","191.32","194.22","194.30","196.02","274.70","188.25",24529164,"4,80,82,46,184.36",144511
17-Mar-2026,EQ,"195.00","195.11","188.25","195.11","191.10","191.32","190.83","274.70","188.25",21778468,"4,15,59,54,046.49",181081
16-Mar-2026,EQ,"196.24","198.29","192.77","197.58","194.05","195.11","195.06","274.70","192.77",12631649,"2,46,39,51,140.92",120537
13-Mar-2026,EQ,"200.60","202.07","196.04","202.51","197.75","197.58","198.59","285.65","193.03",12629652,"2,50,80,92,237.01",121034
12-Mar-2026,EQ,"201.06","203.80","199.70","202.23","201.96","202.51","202.11","285.65","193.03",19042475,"3,84,87,50,619.00",135021
11-Mar-2026,EQ,"202.69","205.95","201.58","200.93","201.80","202.23","203.00","285.65","193.03",29199002,"5,92,75,36,706.91",151769
10-Mar-2026,EQ,"200.50","201.31","197.42","198.75","200.99","200.93","199.46","285.65","193.03",12982340,"2,58,94,48,748.31",110516
09-Mar-2026,EQ,"194.00","199.50","193.03","195.40","198.60","198.75","196.93","285.65","193.03",25862728,"5,09,32,38,385.04",128441
06-Mar-2026,EQ,"195.60","198.93","195.00","195.68","196.00","195.40","196.73","292.00","193.22",9022914,"1,77,51,05,200.49",94511
05-Mar-2026,EQ,"196.40","196.97","193.22","195.55","195.80","195.68","194.92","292.00","193.22",13149281,"2,56,31,03,270.46",116136
04-Mar-2026,EQ,"196.01","197.12","194.51","198.57","195.11","195.55","195.63","292.00","194.51",19562075,"3,82,69,99,198.57",193797
02-Mar-2026,EQ,"195.00","200.36","194.70","200.96","198.75","198.57","198.37","292.00","194.70",10486866,"2,08,02,85,715.84",161009
27-Feb-2026,EQ,"204.00","204.00","200.05","201.08","200.98","200.96","201.53","303.30","199.12",13288519,"2,67,80,97,948.63",113529
