DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
17-Apr-2026,EQ,"790.10","803.95","788.20","795.45","800.00","799.90","799.40","2,037.70","726.65",37282544,"29,80,38,42,840.25",329801
16-Apr-2026,EQ,"818.00","820.05","792.20","809.90","794.00","795.45","802.59","2,037.70","726.65",62861293,"50,45,20,84,027.00",512745
15-Apr-2026,EQ,"804.95","814.80","804.00","794.70","810.00","809.90","809.73","2,037.70","726.65",39769515,"32,20,25,17,376.60",468104
13-Apr-2026,EQ,"791.50","798.50","787.35","810.30","793.00","794.70","792.47","2,037.70","726.65",47549328,"37,68,15,70,377.55",428978
10-Apr-2026,EQ,"804.00","812.25","801.00","797.70","810.10","810.30","809.15","2,037.70","726.65",38156026,"30,87,39,43,034.35",384976
09-Apr-2026,EQ,"815.00","819.00","793.10","816.10","798.00","797.70","800.68","2,037.70","726.65",48879392,"39,13,67,41,055.40",532333
08-Apr-2026,EQ,"800.00","817.80","796.00","772.00","817.50","816.10","809.87","2,037.70","726.65",70269512,"56,90,93,58,152.40",561769
07-Apr-2026,EQ,"766.00","774.00","761.00","771.00","772.40","772.00","768.18","2,037.70","726.65",51309793,"39,41,50,68,155.95",777553
06-Apr-2026,EQ,"759.00","772.75","745.00","750.90","770.90","771.00","759.21","2,037.70","726.65",42976659,"32,62,81,40,429.95",626168
02-Apr-2026,EQ,"730.00","755.00","726.65","742.25","751.00","750.90","740.56","2,037.70","726.65",49310300,"36,51,71,73,048.10",618264
01-Apr-2026,EQ,"743.00","755.90","739.10","731.55","744.00","742.25","745.52","2,037.70","726.65",78862761,"58,79,41,04,725.50",617196
30-Mar-2026,EQ,"745.20","751.00","726.65","756.20","735.00","731.55","737.88","2,037.70","726.65",103500135,"76,37,01,80,749.45",787374
27-Mar-2026,EQ,"773.20","774.90","754.55","782.30","757.95","756.20","761.30","2,037.70","741.05",65485199,"49,85,36,60,404.55",699107
25-Mar-2026,EQ,"768.20","794.80","768.20","764.90","780.10","782.30","785.22","2,037.70","741.05",59230640,"46,50,89,23,123.65",628380
24-Mar-2026,EQ,"755.00","772.75","747.70","744.15","766.50","764.90","761.63","2,037.70","741.05",61269986,"46,66,53,56,241.25",626314
23-Mar-2026,EQ,"763.15","768.70","741.05","780.45","742.30","744.15","752.37","2,037.70","741.05",72341738,"54,42,75,19,734.60",872248
20-Mar-2026,EQ,"785.00","793.75","778.20","798.20","781.00","780.45","784.12","2,037.70","770.00",103129469,"80,86,58,60,514.30",963682
19-Mar-2026,EQ,"770.00","815.65","770.00","843.05","800.00","798.20","801.78","2,037.70","770.00",171637393,"1,37,61,50,84,047.35",1439390
18-Mar-2026,EQ,"845.35","846.80","831.60","845.35","842.00","843.05","840.38","2,037.70","812.00",23507063,"19,75,49,16,389.35",294181
17-Mar-2026,EQ,"847.70","848.90","835.10","840.60","842.80","845.35","843.42","2,037.70","812.00",38826979,"32,74,75,78,708.05",457590
16-Mar-2026,EQ,"817.00","844.50","815.65","817.00","838.80","840.60","832.00","2,037.70","812.00",52182605,"43,41,59,02,026.80",497371
13-Mar-2026,EQ,"820.00","823.80","812.00","832.75","816.70","817.00","817.73","2,037.70","812.00",41700464,"34,09,98,71,018.10",542628
12-Mar-2026,EQ,"820.10","836.40","820.10","833.95","833.30","832.75","831.86","2,037.70","820.10",46107561,"38,35,49,69,893.00",683178
11-Mar-2026,EQ,"845.00","848.85","827.60","849.45","834.40","833.95","834.32","2,037.70","821.50",42261076,"35,25,93,18,337.50",580385
10-Mar-2026,EQ,"850.05","856.80","840.60","840.70","849.00","849.45","849.47","2,037.70","821.50",52866024,"44,90,79,44,293.60",475796
09-Mar-2026,EQ,"825.00","842.45","821.50","857.05","839.10","840.70","833.63","2,037.70","821.50",35592613,"29,67,09,87,891.55",420429
06-Mar-2026,EQ,"868.05","871.70","855.10","877.75","857.20","857.05","862.50","2,037.70","848.00",34439647,"29,70,42,05,809.35",706964
05-Mar-2026,EQ,"873.85","881.40","863.50","868.65","875.10","877.75","873.44","2,037.70","848.00",31324582,"27,36,00,19,475.00",281674
04-Mar-2026,EQ,"848.00","879.30","848.00","879.40","869.00","868.65","866.00","2,037.70","848.00",39862322,"34,52,08,91,227.90",456224
02-Mar-2026,EQ,"876.20","887.75","871.55","887.75","882.10","879.40","879.38","2,037.70","871.55",38378924,"33,74,97,54,117.70",401981
27-Feb-2026,EQ,"898.60","898.95","885.00","898.60","887.45","887.75","889.69","2,037.70","885.00",34620755,"30,80,16,52,275.45",411801
26-Feb-2026,EQ,"912.00","912.00","895.00","907.60","896.00","898.60","901.32","2,037.70","895.00",41165937,"37,10,36,36,109.45",502649
25-Feb-2026,EQ,"910.55","916.00","903.10","910.50","907.40","907.60","909.00","2,037.70","901.00",27884303,"25,34,69,43,106.45",323744
