DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
25-Aug-2025,EQ,"1,594.00","1,607.80","1,592.00","1,592.80","1,604.00","1,601.20","1,600.65","1,702.05","1,335.00",1298471,"2,07,83,96,877.30",59065
22-Aug-2025,EQ,"1,590.00","1,602.00","1,585.00","1,592.80","1,592.00","1,592.80","1,592.87","1,702.05","1,335.00",1574526,"2,50,80,15,078.00",70929
21-Aug-2025,EQ,"1,540.10","1,596.00","1,538.70","1,546.10","1,593.90","1,592.80","1,578.06","1,702.05","1,335.00",1698280,"2,67,99,84,655.80",73938
20-Aug-2025,EQ,"1,539.20","1,556.90","1,533.40","1,548.90","1,544.50","1,546.10","1,546.00","1,702.05","1,335.00",936556,"1,44,79,11,460.20",48078
19-Aug-2025,EQ,"1,565.20","1,568.70","1,546.10","1,565.20","1,547.20","1,548.90","1,557.50","1,702.05","1,335.00",898746,"1,39,98,01,141.70",50414
18-Aug-2025,EQ,"1,566.20","1,572.80","1,557.50","1,564.00","1,570.00","1,565.20","1,564.42","1,702.05","1,335.00",1783835,"2,79,06,66,964.90",59275
14-Aug-2025,EQ,"1,562.50","1,574.80","1,552.00","1,561.00","1,563.00","1,564.00","1,563.04","1,702.05","1,335.00",2535958,"3,96,37,96,090.60",70017
13-Aug-2025,EQ,"1,521.60","1,567.80","1,520.40","1,521.60","1,560.00","1,561.00","1,551.13","1,702.05","1,335.00",1859765,"2,88,47,39,761.60",69530
12-Aug-2025,EQ,"1,504.00","1,524.90","1,501.10","1,504.80","1,520.00","1,521.60","1,516.33","1,702.05","1,335.00",910349,"1,38,03,91,412.20",53761
11-Aug-2025,EQ,"1,488.00","1,514.00","1,480.20","1,485.80","1,501.00","1,504.80","1,499.21","1,702.05","1,335.00",898160,"1,34,65,29,169.20",49300
